id_observacion,fecha,semana,id_area,rol_observador_id,rol_observado_id,tarea_id,tipo_observacion,estado,riesgo_id,is_control_critico,control_critico_id
OBS_000358,12/13/2024,5,MRA,MRA_ROL_07,MRA_ROL_07,MRA_TA_005,OPG,OPG+,,FALSE,
OBS_000360,12/13/2024,5,PLC,PLC_ROL_07,PLC_ROL_07,PLC_TA_011,OPG,OPG+,,FALSE,
OBS_001009,12/13/2024,5,PLC,PLC_ROL_01,PLC_ROL_03,PLC_TA_011,OCC,OCC+,R03,TRUE,R03CM01
OBS_001010,12/13/2024,5,PLC,PLC_ROL_03,PLC_ROL_03,PLC_TA_002,OCC,OCC-,R03,TRUE,R03CC06
OBS_000361,12/13/2024,5,STM,STM_ROL_06,STM_ROL_06,STM_TA_004,OPG,OPG+,,FALSE,
OBS_000362,12/13/2024,5,TME,TME_ROL_03,TME_ROL_03,TME_TA_008,OPG,OPG+,,FALSE,
OBS_000365,12/14/2024,5,CHP,CHP_ROL_08,CHP_ROL_08,CHP_TA_001,OPG,OPG+,,FALSE,
OBS_000366,12/14/2024,5,CHP,CHP_ROL_05,CHP_ROL_05,CHP_TA_019,OPG,OPG+,,FALSE,
OBS_000367,12/14/2024,5,CHP,CHP_ROL_04,CHP_ROL_04,CHP_TA_015,OPG,OPG+,,FALSE,
OBS_000363,12/14/2024,5,MRA,MRA_ROL_07,MRA_ROL_07,MRA_TA_003,OPG,OPG+,,FALSE,
OBS_000364,12/14/2024,5,MRA,MRA_ROL_05,MRA_ROL_05,MRA_TA_010,OPG,OPG+,,FALSE,
OBS_001002,12/14/2024,5,MRA,MRA_ROL_04,MRA_ROL_05,MRA_TA_015,OCC,OCC+,R01,TRUE,R01CC02
OBS_000368,12/14/2024,5,PLC,PLC_ROL_04,PLC_ROL_04,PLC_TA_018,OPG,OPG+,,FALSE,
OBS_000369,12/14/2024,5,PLC,PLC_ROL_04,PLC_ROL_04,PLC_TA_005,OPG,OPG-,,FALSE,
OBS_000370,12/14/2024,5,STM,STM_ROL_01,STM_ROL_01,STM_TA_008,OPG,OPG+,,FALSE,
OBS_000371,12/14/2024,5,STM,STM_ROL_01,STM_ROL_01,STM_TA_011,OPG,OPG-,,FALSE,
OBS_000372,12/14/2024,5,TME,TME_ROL_07,TME_ROL_07,TME_TA_010,OPG,OPG-,,FALSE,
OBS_000373,12/14/2024,5,TME,TME_ROL_04,TME_ROL_04,TME_TA_014,OPG,OPG+,,FALSE,
OBS_000374,12/14/2024,5,TME,TME_ROL_01,TME_ROL_01,TME_TA_005,OPG,OPG+,,FALSE,
OBS_001000,12/14/2024,5,TME,TME_ROL_02,TME_ROL_08,TME_TA_015,OCC,OCC+,R01,TRUE,R01CC02
OBS_001005,12/14/2024,5,TME,TME_ROL_07,TME_ROL_07,TME_TA_011,OCC,OCC+,R01,TRUE,R01CC05
OBS_000377,12/15/2024,5,CHP,CHP_ROL_02,CHP_ROL_02,CHP_TA_019,OPG,OPG-,,FALSE,
OBS_000378,12/15/2024,5,CHP,CHP_ROL_03,CHP_ROL_03,CHP_TA_013,OPG,OPG-,,FALSE,
OBS_000379,12/15/2024,5,CHP,CHP_ROL_01,CHP_ROL_01,CHP_TA_014,OPG,OPG+,,FALSE,
OBS_000375,12/15/2024,5,MRA,MRA_ROL_01,MRA_ROL_01,MRA_TA_008,OPG,OPG+,,FALSE,
OBS_000376,12/15/2024,5,MRA,MRA_ROL_07,MRA_ROL_07,MRA_TA_012,OPG,OPG+,,FALSE,
OBS_000999,12/15/2024,5,MRA,MRA_ROL_06,MRA_ROL_07,MRA_TA_020,OCC,OCC-,R01,TRUE,R01CM01
OBS_000380,12/15/2024,5,PLC,PLC_ROL_04,PLC_ROL_04,PLC_TA_010,OPG,OPG+,,FALSE,
OBS_001001,12/15/2024,5,PLC,PLC_ROL_09,PLC_ROL_09,PLC_TA_013,OCC,OCC-,R01,TRUE,R01CP02
OBS_000381,12/15/2024,5,STM,STM_ROL_07,STM_ROL_07,STM_TA_011,OPG,OPG+,,FALSE,
OBS_000382,12/15/2024,5,STM,STM_ROL_05,STM_ROL_05,STM_TA_008,OPG,OPG-,,FALSE,
OBS_000998,12/15/2024,5,STM,STM_ROL_04,STM_ROL_07,STM_TA_013,OCC,OCC+,R01,TRUE,R01CM03
OBS_000383,12/15/2024,5,TME,TME_ROL_03,TME_ROL_03,TME_TA_004,OPG,OPG+,,FALSE,
OBS_001013,12/15/2024,5,TME,TME_ROL_04,TME_ROL_04,TME_TA_016,OCC,OCC-,R02,TRUE,R02CM04
OBS_000386,12/16/2024,6,CHP,CHP_ROL_08,CHP_ROL_08,CHP_TA_010,OPG,OPG+,,FALSE,
OBS_001015,12/16/2024,6,CHP,CHP_ROL_01,CHP_ROL_03,CHP_TA_002,OCC,OCC+,R03,TRUE,R03CP06
OBS_000384,12/16/2024,6,MRA,MRA_ROL_08,MRA_ROL_08,MRA_TA_015,OPG,OPG+,,FALSE,
OBS_000385,12/16/2024,6,MRA,MRA_ROL_02,MRA_ROL_02,MRA_TA_018,OPG,OPG+,,FALSE,
OBS_000387,12/16/2024,6,PLC,PLC_ROL_02,PLC_ROL_02,PLC_TA_006,OPG,OPG+,,FALSE,
OBS_000388,12/16/2024,6,STM,STM_ROL_01,STM_ROL_01,STM_TA_007,OPG,OPG+,,FALSE,
OBS_000389,12/16/2024,6,STM,STM_ROL_06,STM_ROL_06,STM_TA_005,OPG,OPG-,,FALSE,
OBS_000390,12/16/2024,6,TME,TME_ROL_06,TME_ROL_06,TME_TA_013,OPG,OPG+,,FALSE,
OBS_001025,12/16/2024,6,TME,TME_ROL_07,TME_ROL_07,TME_TA_002,OCC,OCC-,R01,TRUE,R01CP01
OBS_000395,12/17/2024,6,CHP,CHP_ROL_02,CHP_ROL_02,CHP_TA_001,OPG,OPG-,,FALSE,
OBS_000391,12/17/2024,6,MRA,MRA_ROL_05,MRA_ROL_05,MRA_TA_009,OPG,OPG+,,FALSE,
OBS_000392,12/17/2024,6,MRA,MRA_ROL_03,MRA_ROL_03,MRA_TA_001,OPG,OPG+,,FALSE,
OBS_000393,12/17/2024,6,MRA,MRA_ROL_08,MRA_ROL_08,MRA_TA_018,OPG,OPG+,,FALSE,
OBS_000394,12/17/2024,6,MRA,MRA_ROL_04,MRA_ROL_04,MRA_TA_004,OPG,OPG+,,FALSE,
OBS_000396,12/17/2024,6,PLC,PLC_ROL_03,PLC_ROL_03,PLC_TA_007,OPG,OPG+,,FALSE,
OBS_000397,12/17/2024,6,STM,STM_ROL_02,STM_ROL_02,STM_TA_019,OPG,OPG+,,FALSE,
OBS_000398,12/17/2024,6,STM,STM_ROL_02,STM_ROL_02,STM_TA_001,OPG,OPG+,,FALSE,
OBS_000399,12/17/2024,6,TME,TME_ROL_08,TME_ROL_08,TME_TA_005,OPG,OPG-,,FALSE,
OBS_000403,12/18/2024,6,CHP,CHP_ROL_07,CHP_ROL_07,CHP_TA_006,OPG,OPG+,,FALSE,
OBS_000404,12/18/2024,6,CHP,CHP_ROL_03,CHP_ROL_03,CHP_TA_009,OPG,OPG+,,FALSE,
OBS_001028,12/18/2024,6,CHP,CHP_ROL_03,CHP_ROL_04,CHP_TA_011,OCC,OCC+,R02,TRUE,R02CC01
OBS_000400,12/18/2024,6,MRA,MRA_ROL_02,MRA_ROL_02,MRA_TA_002,OPG,OPG+,,FALSE,
OBS_000401,12/18/2024,6,MRA,MRA_ROL_01,MRA_ROL_01,MRA_TA_006,OPG,OPG+,,FALSE,
OBS_000402,12/18/2024,6,MRA,MRA_ROL_07,MRA_ROL_07,MRA_TA_013,OPG,OPG+,,FALSE,
OBS_001026,12/18/2024,6,MRA,MRA_ROL_01,MRA_ROL_04,MRA_TA_010,OCC,OCC-,R01,TRUE,R01CP01
OBS_000405,12/18/2024,6,PLC,PLC_ROL_01,PLC_ROL_01,PLC_TA_008,OPG,OPG+,,FALSE,
OBS_000406,12/18/2024,6,STM,STM_ROL_07,STM_ROL_07,STM_TA_018,OPG,OPG+,,FALSE,
OBS_000407,12/18/2024,6,STM,STM_ROL_02,STM_ROL_02,STM_TA_009,OPG,OPG+,,FALSE,
OBS_001027,12/18/2024,6,STM,STM_ROL_01,STM_ROL_02,STM_TA_011,OCC,OCC+,R02,TRUE,R02CP05
OBS_000408,12/18/2024,6,TME,TME_ROL_04,TME_ROL_04,TME_TA_008,OPG,OPG+,,FALSE,
OBS_000409,12/18/2024,6,TME,TME_ROL_01,TME_ROL_01,TME_TA_013,OPG,OPG+,,FALSE,
OBS_001019,12/18/2024,6,TME,TME_ROL_07,TME_ROL_02,TME_TA_010,OCC,OCC+,R03,TRUE,R03CC03
OBS_000413,12/19/2024,6,CHP,CHP_ROL_04,CHP_ROL_04,CHP_TA_001,OPG,OPG+,,FALSE,
OBS_000414,12/19/2024,6,CHP,CHP_ROL_05,CHP_ROL_05,CHP_TA_002,OPG,OPG+,,FALSE,
OBS_001020,12/19/2024,6,CHP,CHP_ROL_06,CHP_ROL_09,CHP_TA_014,OCC,OCC+,R03,TRUE,R03CP03
OBS_000410,12/19/2024,6,MRA,MRA_ROL_08,MRA_ROL_08,MRA_TA_018,OPG,OPG+,,FALSE,
OBS_000411,12/19/2024,6,MRA,MRA_ROL_06,MRA_ROL_06,MRA_TA_019,OPG,OPG+,,FALSE,
OBS_000412,12/19/2024,6,MRA,MRA_ROL_07,MRA_ROL_07,MRA_TA_009,OPG,OPG+,,FALSE,
OBS_000415,12/19/2024,6,PLC,PLC_ROL_09,PLC_ROL_09,PLC_TA_012,OPG,OPG+,,FALSE,
OBS_000416,12/19/2024,6,PLC,PLC_ROL_04,PLC_ROL_04,PLC_TA_006,OPG,OPG-,,FALSE,
OBS_001017,12/19/2024,6,PLC,PLC_ROL_10,PLC_ROL_11,PLC_TA_019,OCC,OCC+,R03,TRUE,R03CP04
OBS_000417,12/19/2024,6,STM,STM_ROL_04,STM_ROL_04,STM_TA_009,OPG,OPG+,,FALSE,
OBS_000418,12/19/2024,6,STM,STM_ROL_01,STM_ROL_01,STM_TA_008,OPG,OPG+,,FALSE,
OBS_000419,12/19/2024,6,STM,STM_ROL_07,STM_ROL_07,STM_TA_012,OPG,OPG+,,FALSE,
OBS_001022,12/19/2024,6,STM,STM_ROL_07,STM_ROL_06,STM_TA_009,OCC,OCC+,R01,TRUE,R01CP04
OBS_000420,12/19/2024,6,TME,TME_ROL_03,TME_ROL_03,TME_TA_008,OPG,OPG+,,FALSE,
OBS_001014,12/19/2024,6,TME,TME_ROL_04,TME_ROL_05,TME_TA_007,OCC,OCC+,R03,TRUE,R03CC01
OBS_000425,12/20/2024,6,CHP,CHP_ROL_04,CHP_ROL_04,CHP_TA_020,OPG,OPG+,,FALSE,
OBS_001021,12/20/2024,6,CHP,CHP_ROL_02,CHP_ROL_09,CHP_TA_003,OCC,OCC+,R03,TRUE,R03CC02
OBS_000421,12/20/2024,6,MRA,MRA_ROL_06,MRA_ROL_06,MRA_TA_019,OPG,OPG-,,FALSE,
OBS_000422,12/20/2024,6,MRA,MRA_ROL_06,MRA_ROL_06,MRA_TA_019,OPG,OPG+,,FALSE,
OBS_000423,12/20/2024,6,MRA,MRA_ROL_04,MRA_ROL_04,MRA_TA_016,OPG,OPG+,,FALSE,
OBS_000424,12/20/2024,6,MRA,MRA_ROL_03,MRA_ROL_03,MRA_TA_016,OPG,OPG-,,FALSE,
OBS_000426,12/20/2024,6,PLC,PLC_ROL_08,PLC_ROL_08,PLC_TA_001,OPG,OPG+,,FALSE,
OBS_000427,12/20/2024,6,PLC,PLC_ROL_10,PLC_ROL_10,PLC_TA_007,OPG,OPG+,,FALSE,
OBS_000428,12/20/2024,6,PLC,PLC_ROL_06,PLC_ROL_06,PLC_TA_006,OPG,OPG+,,FALSE,
OBS_000429,12/20/2024,6,STM,STM_ROL_01,STM_ROL_01,STM_TA_001,OPG,OPG+,,FALSE,
OBS_000430,12/20/2024,6,STM,STM_ROL_03,STM_ROL_03,STM_TA_004,OPG,OPG+,,FALSE,
OBS_000431,12/20/2024,6,TME,TME_ROL_02,TME_ROL_02,TME_TA_012,OPG,OPG+,,FALSE,
OBS_000432,12/20/2024,6,TME,TME_ROL_07,TME_ROL_07,TME_TA_004,OPG,OPG+,,FALSE,
OBS_001023,12/20/2024,6,TME,TME_ROL_08,TME_ROL_08,TME_TA_016,OCC,OCC+,R01,TRUE,R01CC05
OBS_000436,12/21/2024,6,CHP,CHP_ROL_06,CHP_ROL_06,CHP_TA_008,OPG,OPG+,,FALSE,
OBS_000437,12/21/2024,6,CHP,CHP_ROL_03,CHP_ROL_03,CHP_TA_013,OPG,OPG+,,FALSE,
OBS_000438,12/21/2024,6,CHP,CHP_ROL_05,CHP_ROL_05,CHP_TA_005,OPG,OPG+,,FALSE,
OBS_000433,12/21/2024,6,MRA,MRA_ROL_03,MRA_ROL_03,MRA_TA_006,OPG,OPG+,,FALSE,
OBS_000434,12/21/2024,6,MRA,MRA_ROL_07,MRA_ROL_07,MRA_TA_021,OPG,OPG+,,FALSE,
OBS_000435,12/21/2024,6,MRA,MRA_ROL_06,MRA_ROL_06,MRA_TA_006,OPG,OPG+,,FALSE,
OBS_000439,12/21/2024,6,PLC,PLC_ROL_12,PLC_ROL_12,PLC_TA_019,OPG,OPG+,,FALSE,
OBS_000440,12/21/2024,6,STM,STM_ROL_01,STM_ROL_01,STM_TA_006,OPG,OPG+,,FALSE,
OBS_000441,12/21/2024,6,STM,STM_ROL_04,STM_ROL_04,STM_TA_019,OPG,OPG-,,FALSE,
OBS_000442,12/21/2024,6,STM,STM_ROL_08,STM_ROL_08,STM_TA_005,OPG,OPG+,,FALSE,
OBS_001016,12/21/2024,6,STM,STM_ROL_02,STM_ROL_01,STM_TA_004,OCC,OCC+,R03,TRUE,R03CP05
OBS_000443,12/21/2024,6,TME,TME_ROL_04,TME_ROL_04,TME_TA_012,OPG,OPG+,,FALSE,
OBS_000446,12/22/2024,6,CHP,CHP_ROL_04,CHP_ROL_04,CHP_TA_003,OPG,OPG+,,FALSE,
OBS_001029,12/22/2024,6,CHP,CHP_ROL_01,CHP_ROL_03,CHP_TA_016,OCC,OCC+,R02,TRUE,R02CM04
OBS_000444,12/22/2024,6,MRA,MRA_ROL_02,MRA_ROL_02,MRA_TA_022,OPG,OPG+,,FALSE,
OBS_000445,12/22/2024,6,MRA,MRA_ROL_06,MRA_ROL_06,MRA_TA_015,OPG,OPG-,,FALSE,
OBS_001024,12/22/2024,6,MRA,MRA_ROL_04,MRA_ROL_01,MRA_TA_004,OCC,OCC+,R01,TRUE,R01CP04
OBS_000447,12/22/2024,6,PLC,PLC_ROL_12,PLC_ROL_12,PLC_TA_001,OPG,OPG-,,FALSE,
OBS_000448,12/22/2024,6,STM,STM_ROL_07,STM_ROL_07,STM_TA_006,OPG,OPG+,,FALSE,
OBS_000449,12/22/2024,6,STM,STM_ROL_08,STM_ROL_08,STM_TA_013,OPG,OPG+,,FALSE,
OBS_000450,12/22/2024,6,TME,TME_ROL_02,TME_ROL_02,TME_TA_016,OPG,OPG+,,FALSE,
OBS_000451,12/22/2024,6,TME,TME_ROL_04,TME_ROL_04,TME_TA_006,OPG,OPG+,,FALSE,
OBS_001018,12/22/2024,6,TME,TME_ROL_01,TME_ROL_02,TME_TA_010,OCC,OCC-,R03,TRUE,R03CP06
OBS_000454,12/23/2024,7,CHP,CHP_ROL_03,CHP_ROL_03,CHP_TA_003,OPG,OPG+,,FALSE,
OBS_000455,12/23/2024,7,CHP,CHP_ROL_02,CHP_ROL_02,CHP_TA_011,OPG,OPG+,,FALSE,
OBS_000452,12/23/2024,7,MRA,MRA_ROL_05,MRA_ROL_05,MRA_TA_001,OPG,OPG+,,FALSE,
OBS_000453,12/23/2024,7,MRA,MRA_ROL_02,MRA_ROL_02,MRA_TA_003,OPG,OPG+,,FALSE,
OBS_001040,12/23/2024,7,MRA,MRA_ROL_06,MRA_ROL_08,MRA_TA_002,OCC,OCC-,R02,TRUE,R02CC03
OBS_000456,12/23/2024,7,PLC,PLC_ROL_08,PLC_ROL_08,PLC_TA_001,OPG,OPG+,,FALSE,
OBS_000457,12/23/2024,7,PLC,PLC_ROL_11,PLC_ROL_11,PLC_TA_006,OPG,OPG+,,FALSE,
OBS_000458,12/23/2024,7,PLC,PLC_ROL_07,PLC_ROL_07,PLC_TA_006,OPG,OPG-,,FALSE,
OBS_000459,12/23/2024,7,STM,STM_ROL_04,STM_ROL_04,STM_TA_007,OPG,OPG+,,FALSE,
OBS_000460,12/23/2024,7,STM,STM_ROL_05,STM_ROL_05,STM_TA_010,OPG,OPG+,,FALSE,
OBS_000461,12/23/2024,7,TME,TME_ROL_01,TME_ROL_01,TME_TA_013,OPG,OPG+,,FALSE,
OBS_001041,12/23/2024,7,TME,TME_ROL_01,TME_ROL_05,TME_TA_007,OCC,OCC+,R02,TRUE,R02CP04
OBS_000465,12/24/2024,7,CHP,CHP_ROL_03,CHP_ROL_03,CHP_TA_010,OPG,OPG+,,FALSE,
OBS_000462,12/24/2024,7,MRA,MRA_ROL_03,MRA_ROL_03,MRA_TA_002,OPG,OPG+,,FALSE,
OBS_000463,12/24/2024,7,MRA,MRA_ROL_07,MRA_ROL_07,MRA_TA_003,OPG,OPG+,,FALSE,
OBS_000464,12/24/2024,7,MRA,MRA_ROL_08,MRA_ROL_08,MRA_TA_007,OPG,OPG-,,FALSE,
OBS_001043,12/24/2024,7,MRA,MRA_ROL_04,MRA_ROL_06,MRA_TA_018,OCC,OCC+,R01,TRUE,R01CC04
OBS_000466,12/24/2024,7,PLC,PLC_ROL_02,PLC_ROL_02,PLC_TA_010,OPG,OPG+,,FALSE,
OBS_000467,12/24/2024,7,PLC,PLC_ROL_08,PLC_ROL_08,PLC_TA_016,OPG,OPG+,,FALSE,
OBS_000468,12/24/2024,7,STM,STM_ROL_02,STM_ROL_02,STM_TA_018,OPG,OPG+,,FALSE,
OBS_000469,12/24/2024,7,STM,STM_ROL_06,STM_ROL_06,STM_TA_013,OPG,OPG+,,FALSE,
OBS_001030,12/24/2024,7,STM,STM_ROL_08,STM_ROL_07,STM_TA_002,OCC,OCC-,R03,TRUE,R03CP05
OBS_001034,12/24/2024,7,STM,STM_ROL_06,STM_ROL_01,STM_TA_009,OCC,OCC-,R03,TRUE,R03CP04
OBS_000470,12/24/2024,7,TME,TME_ROL_01,TME_ROL_01,TME_TA_009,OPG,OPG+,,FALSE,
OBS_000471,12/24/2024,7,TME,TME_ROL_05,TME_ROL_05,TME_TA_008,OPG,OPG+,,FALSE,
OBS_000476,12/25/2024,7,CHP,CHP_ROL_09,CHP_ROL_09,CHP_TA_016,OPG,OPG+,,FALSE,
OBS_000477,12/25/2024,7,CHP,CHP_ROL_04,CHP_ROL_04,CHP_TA_016,OPG,OPG+,,FALSE,
OBS_001042,12/25/2024,7,CHP,CHP_ROL_08,CHP_ROL_02,CHP_TA_009,OCC,OCC+,R02,TRUE,R02CP05
OBS_000472,12/25/2024,7,MRA,MRA_ROL_01,MRA_ROL_01,MRA_TA_005,OPG,OPG+,,FALSE,
OBS_000473,12/25/2024,7,MRA,MRA_ROL_02,MRA_ROL_02,MRA_TA_003,OPG,OPG+,,FALSE,
OBS_000474,12/25/2024,7,MRA,MRA_ROL_07,MRA_ROL_07,MRA_TA_019,OPG,OPG+,,FALSE,
OBS_000475,12/25/2024,7,MRA,MRA_ROL_01,MRA_ROL_01,MRA_TA_013,OPG,OPG+,,FALSE,
OBS_001044,12/25/2024,7,MRA,MRA_ROL_04,MRA_ROL_03,MRA_TA_003,OCC,OCC-,R01,TRUE,R01CP04
OBS_000478,12/25/2024,7,PLC,PLC_ROL_12,PLC_ROL_12,PLC_TA_002,OPG,OPG+,,FALSE,
OBS_000479,12/25/2024,7,PLC,PLC_ROL_09,PLC_ROL_09,PLC_TA_019,OPG,OPG+,,FALSE,
OBS_001033,12/25/2024,7,PLC,PLC_ROL_10,PLC_ROL_10,PLC_TA_013,OCC,OCC+,R03,TRUE,R03CC06
OBS_000480,12/25/2024,7,STM,STM_ROL_03,STM_ROL_03,STM_TA_004,OPG,OPG+,,FALSE,
OBS_000481,12/25/2024,7,STM,STM_ROL_08,STM_ROL_08,STM_TA_006,OPG,OPG+,,FALSE,
OBS_000482,12/25/2024,7,STM,STM_ROL_03,STM_ROL_03,STM_TA_007,OPG,OPG+,,FALSE,
OBS_000483,12/25/2024,7,TME,TME_ROL_01,TME_ROL_01,TME_TA_014,OPG,OPG-,,FALSE,
OBS_001045,12/25/2024,7,TME,TME_ROL_01,TME_ROL_03,TME_TA_001,OCC,OCC+,R01,TRUE,R01CM03
OBS_000488,12/26/2024,7,CHP,CHP_ROL_09,CHP_ROL_09,CHP_TA_015,OPG,OPG+,,FALSE,
OBS_000489,12/26/2024,7,CHP,CHP_ROL_01,CHP_ROL_01,CHP_TA_020,OPG,OPG+,,FALSE,
OBS_000484,12/26/2024,7,MRA,MRA_ROL_07,MRA_ROL_07,MRA_TA_007,OPG,OPG+,,FALSE,
OBS_000485,12/26/2024,7,MRA,MRA_ROL_03,MRA_ROL_03,MRA_TA_020,OPG,OPG+,,FALSE,
OBS_000486,12/26/2024,7,MRA,MRA_ROL_02,MRA_ROL_02,MRA_TA_003,OPG,OPG+,,FALSE,
OBS_000487,12/26/2024,7,MRA,MRA_ROL_07,MRA_ROL_07,MRA_TA_018,OPG,OPG+,,FALSE,
OBS_001035,12/26/2024,7,MRA,MRA_ROL_08,MRA_ROL_05,MRA_TA_007,OCC,OCC-,R03,TRUE,R03CP06
OBS_000490,12/26/2024,7,PLC,PLC_ROL_02,PLC_ROL_02,PLC_TA_014,OPG,OPG+,,FALSE,
OBS_000491,12/26/2024,7,PLC,PLC_ROL_10,PLC_ROL_10,PLC_TA_019,OPG,OPG+,,FALSE,
OBS_000492,12/26/2024,7,STM,STM_ROL_02,STM_ROL_02,STM_TA_019,OPG,OPG+,,FALSE,
OBS_000493,12/26/2024,7,TME,TME_ROL_06,TME_ROL_06,TME_TA_014,OPG,OPG+,,FALSE,
OBS_000494,12/26/2024,7,TME,TME_ROL_08,TME_ROL_08,TME_TA_016,OPG,OPG-,,FALSE,
OBS_000498,12/27/2024,7,CHP,CHP_ROL_05,CHP_ROL_05,CHP_TA_012,OPG,OPG-,,FALSE,
OBS_000499,12/27/2024,7,CHP,CHP_ROL_05,CHP_ROL_05,CHP_TA_010,OPG,OPG+,,FALSE,
OBS_001036,12/27/2024,7,CHP,CHP_ROL_04,CHP_ROL_02,CHP_TA_015,OCC,OCC+,R03,TRUE,R03CC02
OBS_000495,12/27/2024,7,MRA,MRA_ROL_07,MRA_ROL_07,MRA_TA_005,OPG,OPG+,,FALSE,
OBS_000496,12/27/2024,7,MRA,MRA_ROL_07,MRA_ROL_07,MRA_TA_002,OPG,OPG+,,FALSE,
OBS_000497,12/27/2024,7,MRA,MRA_ROL_06,MRA_ROL_06,MRA_TA_008,OPG,OPG-,,FALSE,
OBS_001037,12/27/2024,7,MRA,MRA_ROL_04,MRA_ROL_06,MRA_TA_016,OCC,OCC+,R03,TRUE,R03CC05
OBS_000500,12/27/2024,7,PLC,PLC_ROL_12,PLC_ROL_12,PLC_TA_004,OPG,OPG+,,FALSE,
OBS_000501,12/27/2024,7,PLC,PLC_ROL_04,PLC_ROL_04,PLC_TA_005,OPG,OPG+,,FALSE,
OBS_000502,12/27/2024,7,STM,STM_ROL_08,STM_ROL_08,STM_TA_011,OPG,OPG+,,FALSE,
OBS_000503,12/27/2024,7,STM,STM_ROL_07,STM_ROL_07,STM_TA_003,OPG,OPG+,,FALSE,
OBS_000504,12/27/2024,7,STM,STM_ROL_04,STM_ROL_04,STM_TA_014,OPG,OPG+,,FALSE,
OBS_000505,12/27/2024,7,TME,TME_ROL_06,TME_ROL_06,TME_TA_002,OPG,OPG+,,FALSE,
OBS_000506,12/27/2024,7,TME,TME_ROL_03,TME_ROL_03,TME_TA_003,OPG,OPG+,,FALSE,
OBS_000507,12/27/2024,7,TME,TME_ROL_07,TME_ROL_07,TME_TA_005,OPG,OPG+,,FALSE,
OBS_000512,12/28/2024,7,CHP,CHP_ROL_09,CHP_ROL_09,CHP_TA_013,OPG,OPG+,,FALSE,
OBS_000513,12/28/2024,7,CHP,CHP_ROL_02,CHP_ROL_02,CHP_TA_001,OPG,OPG+,,FALSE,
OBS_000508,12/28/2024,7,MRA,MRA_ROL_01,MRA_ROL_01,MRA_TA_006,OPG,OPG+,,FALSE,
OBS_000509,12/28/2024,7,MRA,MRA_ROL_04,MRA_ROL_04,MRA_TA_002,OPG,OPG+,,FALSE,
OBS_000510,12/28/2024,7,MRA,MRA_ROL_08,MRA_ROL_08,MRA_TA_002,OPG,OPG+,,FALSE,
OBS_000511,12/28/2024,7,MRA,MRA_ROL_04,MRA_ROL_04,MRA_TA_009,OPG,OPG+,,FALSE,
OBS_000514,12/28/2024,7,PLC,PLC_ROL_10,PLC_ROL_10,PLC_TA_015,OPG,OPG+,,FALSE,
OBS_000515,12/28/2024,7,PLC,PLC_ROL_08,PLC_ROL_08,PLC_TA_019,OPG,OPG+,,FALSE,
OBS_001038,12/28/2024,7,PLC,PLC_ROL_03,PLC_ROL_02,PLC_TA_017,OCC,OCC+,R02,TRUE,R02CP05
OBS_001039,12/28/2024,7,PLC,PLC_ROL_08,PLC_ROL_07,PLC_TA_017,OCC,OCC+,R02,TRUE,R02CC02
OBS_000516,12/28/2024,7,STM,STM_ROL_03,STM_ROL_03,STM_TA_009,OPG,OPG+,,FALSE,
OBS_000517,12/28/2024,7,STM,STM_ROL_02,STM_ROL_02,STM_TA_010,OPG,OPG-,,FALSE,
OBS_000518,12/28/2024,7,TME,TME_ROL_03,TME_ROL_03,TME_TA_007,OPG,OPG+,,FALSE,
OBS_000523,12/29/2024,7,CHP,CHP_ROL_05,CHP_ROL_05,CHP_TA_020,OPG,OPG+,,FALSE,
OBS_000519,12/29/2024,7,MRA,MRA_ROL_04,MRA_ROL_04,MRA_TA_022,OPG,OPG+,,FALSE,
OBS_000520,12/29/2024,7,MRA,MRA_ROL_07,MRA_ROL_07,MRA_TA_017,OPG,OPG-,,FALSE,
OBS_000521,12/29/2024,7,MRA,MRA_ROL_01,MRA_ROL_01,MRA_TA_016,OPG,OPG+,,FALSE,
OBS_000522,12/29/2024,7,MRA,MRA_ROL_03,MRA_ROL_03,MRA_TA_020,OPG,OPG+,,FALSE,
OBS_000524,12/29/2024,7,PLC,PLC_ROL_12,PLC_ROL_12,PLC_TA_009,OPG,OPG+,,FALSE,
OBS_000525,12/29/2024,7,PLC,PLC_ROL_07,PLC_ROL_07,PLC_TA_012,OPG,OPG+,,FALSE,
OBS_001032,12/29/2024,7,PLC,PLC_ROL_03,PLC_ROL_05,PLC_TA_001,OCC,OCC-,R03,TRUE,R03CC03
OBS_000526,12/29/2024,7,STM,STM_ROL_08,STM_ROL_08,STM_TA_010,OPG,OPG+,,FALSE,
OBS_000527,12/29/2024,7,TME,TME_ROL_07,TME_ROL_07,TME_TA_004,OPG,OPG-,,FALSE,
OBS_000528,12/29/2024,7,TME,TME_ROL_06,TME_ROL_06,TME_TA_010,OPG,OPG+,,FALSE,
OBS_000529,12/29/2024,7,TME,TME_ROL_02,TME_ROL_02,TME_TA_016,OPG,OPG-,,FALSE,
OBS_001031,12/29/2024,7,TME,TME_ROL_01,TME_ROL_04,TME_TA_011,OCC,OCC+,R03,TRUE,R03CP05
OBS_000533,12/30/2024,8,CHP,CHP_ROL_07,CHP_ROL_07,CHP_TA_011,OPG,OPG+,,FALSE,
OBS_000534,12/30/2024,8,CHP,CHP_ROL_01,CHP_ROL_01,CHP_TA_016,OPG,OPG+,,FALSE,
